model,AUC,PR_AUC,NLL,KS,Lift_1pct,Capture_1pct,Lift_5pct,Capture_5pct,Lift_10pct,Capture_10pct,Lift_20pct,Capture_20pct
Label-only,0.6595855669605828,0.0125243522755717,0.0379891023039817,0.2326467633247375,3.945812225341797,0.0394566617906093,2.838304042816162,0.1419146209955215,2.3389391899108887,0.2338939160108566,1.8890684843063352,0.3778137266635895
Non-label-only,0.5575016653471613,0.007508362233624,0.0389898940920829,0.1092923879623413,1.5007022619247437,0.0150064686313271,1.353174924850464,0.0676584765315055,1.309185028076172,0.1309185028076172,1.3276196718215942,0.2655239403247833
Centralized,0.6777047564399101,0.0142025804937497,0.0377697721123695,0.2565793991088867,4.476233005523682,0.0447606742382049,3.085394382476806,0.1542690843343734,2.5530402660369873,0.2553040087223053,2.108344078063965,0.4216688275337219
VanillaVFL,0.6798355984600626,0.0142566245077712,0.0377567820250988,0.2615196704864502,4.4244842529296875,0.0442432090640068,3.075044870376587,0.1537516117095947,2.5750322341918945,0.2575032413005829,2.1161060333251953,0.423221230506897
HeuristicVFL,0.6856132476773706,0.01481449740643658,0.037149857729673386,0.2689363956451416,4.5797295570373535,0.04579560086131096,3.1798317432403564,0.15899094939231873,2.6862871646881104,0.26862871646881104,2.1788485050201416,0.4357697367668152
